"","OTU_65","OTU_120","OTU_47","OTU_7","OTU_57","OTU_49","OTU_70","OTU_50","OTU_148","OTU_169","OTU_197","OTU_52","OTU_86","OTU_103","OTU_75","OTU_41","OTU_109","OTU_60","OTU_66","OTU_145","OTU_62","OTU_139","OTU_58","OTU_51","OTU_140","OTU_172","OTU_68","OTU_101","OTU_187","OTU_69","OTU_176","OTU_105","OTU_178","OTU_59","OTU_162","OTU_142","OTU_54","OTU_185","OTU_136","OTU_95","OTU_64","OTU_143","OTU_133","OTU_72","OTU_20","OTU_134","OTU_90","OTU_150","OTU_158","OTU_114","OTU_104","OTU_73","OTU_61","OTU_153","OTU_177","OTU_180","OTU_118","OTU_129","OTU_186","OTU_45","OTU_14","OTU_137","OTU_110","OTU_99","OTU_156","OTU_113","OTU_159","OTU_112","OTU_210","OTU_71","OTU_135","OTU_138","OTU_198","OTU_163","OTU_183","OTU_85","OTU_13","OTU_151","OTU_8","OTU_173","OTU_122","OTU_154","OTU_192","OTU_91","OTU_195","OTU_194","OTU_88","OTU_46","OTU_38","OTU_190","OTU_67","OTU_48","OTU_144","OTU_63","OTU_184","OTU_31","OTU_157","OTU_130","OTU_111","OTU_189","OTU_170","OTU_126","OTU_123","OTU_127","OTU_100","OTU_11","OTU_124","OTU_167","OTU_161","OTU_5","OTU_191","OTU_155","OTU_174","OTU_119","OTU_10","OTU_152","OTU_43","OTU_160","OTU_213","OTU_181","OTU_115","OTU_121","OTU_141","OTU_179","OTU_131","OTU_211","OTU_102","OTU_2","OTU_207","OTU_175","OTU_3","OTU_4","OTU_6","OTU_93","OTU_125","OTU_107","OTU_39","OTU_106","OTU_116","OTU_87","OTU_199","OTU_1","OTU_147","OTU_34","OTU_35","OTU_80","OTU_164","OTU_77","OTU_40","OTU_188","OTU_18","OTU_202","OTU_82","OTU_200","OTU_204","OTU_108","OTU_29","OTU_165","OTU_196","OTU_17","OTU_132","OTU_96","OTU_76","OTU_78","OTU_89","OTU_146","OTU_19","OTU_208","OTU_201","OTU_37","OTU_193","OTU_128","OTU_168","OTU_209","OTU_79","OTU_94","OTU_83","OTU_212","OTU_36","OTU_149","OTU_9","OTU_26","OTU_56","OTU_97","OTU_92","OTU_84","OTU_55","OTU_33","OTU_117","OTU_203","OTU_74","OTU_53","OTU_15","OTU_42","OTU_12","OTU_16","OTU_182","OTU_98","OTU_205","OTU_23","OTU_44","OTU_32","OTU_28","OTU_81","OTU_166","OTU_27","OTU_171","OTU_25","OTU_22","OTU_30","OTU_21","OTU_206","OTU_24"
"PPO20_207",732,61,43,0,131,44,22,35,0,11,21,0,84,0,28,0,0,0,30,27,14,5,67,14,0,0,0,11,0,0,13,0,0,0,4,0,17,7,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_209",511,55,37,18,50,32,28,0,8,0,0,0,77,4,39,12,0,9,13,29,0,0,36,13,7,0,22,10,0,6,5,4,0,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_210",275,0,0,24,14,12,8,0,0,0,0,5,0,0,15,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_211",427,49,38,26,54,23,28,32,0,6,7,0,98,0,36,17,6,0,15,38,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,5,0,0,0,0,0,7,0,6,0,0,0,0,6,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_212",553,31,34,0,36,21,29,37,0,11,9,11,21,0,19,0,0,0,14,16,12,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_213",429,21,36,0,20,16,23,27,0,11,0,0,31,0,24,0,0,0,13,17,0,0,28,0,5,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_214",686,48,64,10,65,52,33,42,0,16,12,4,71,7,52,11,6,25,12,28,0,0,0,0,7,0,26,4,0,12,9,0,0,9,7,0,20,0,9,0,0,0,10,0,12,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_215",903,18,35,0,116,45,13,46,0,16,0,14,9,0,38,15,0,23,26,9,17,0,67,0,0,0,16,0,0,8,13,0,0,4,6,0,5,0,0,0,0,0,4,0,30,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,23,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_216",465,55,45,0,52,48,26,38,16,18,18,11,94,0,46,13,0,0,15,25,14,0,43,0,5,0,22,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_217",523,31,34,0,71,32,25,46,0,23,12,0,26,0,25,25,0,0,14,23,22,4,46,0,0,0,11,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,6,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_218",303,14,30,0,0,17,12,0,0,6,0,0,11,0,20,0,0,0,9,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_219",586,50,42,0,72,36,36,42,0,8,0,0,57,0,49,18,0,0,25,28,27,0,34,0,0,0,0,5,0,0,15,0,7,8,5,0,9,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_220",500,25,54,0,73,28,26,52,0,8,0,0,14,6,47,0,0,0,0,0,28,0,45,0,0,0,0,0,0,23,0,0,0,18,0,0,0,11,6,0,0,5,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_221",738,56,51,0,94,31,45,69,0,11,16,13,87,0,40,30,6,0,24,23,0,0,0,0,9,0,30,7,0,0,18,0,0,4,8,0,15,6,0,0,59,0,0,0,10,2,0,0,0,0,0,0,0,0,5,4,7,0,4,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_222",653,30,67,0,70,50,54,85,0,16,9,25,56,0,62,28,0,0,20,26,15,9,0,0,9,0,45,0,0,14,8,0,7,11,14,0,7,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_223",325,16,28,0,24,21,18,15,0,0,0,9,0,6,32,0,0,11,18,16,0,0,18,0,0,0,17,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
