"","class.index","Mantel.cor","Pr.Mantel","Pr.corrected","distance","Signif","Season"
"60",498.653129844301,0.0478529406518638,0.124,0.868,"3D","no","Summer"
"61",569.88929125063,-0.0472143306971417,0.103,0.824,"3D","no","Summer"
"62",641.125452656958,-0.202930658755456,0.001,0.009,"3D","yes","Summer"
"63",712.361614063287,-0.167927636358852,0.001,0.01,"3D","yes","Summer"
"64",783.597775469616,-0.0634295721435249,0.03,0.33,"3D","no","Summer"
"65",854.833936875944,-0.0950578562008852,0.005,0.06,"3D","no","Summer"
"66",927.070098282273,-0.106015488733472,0.007,0.091,"3D","no","Summer"
"67",2.85333333333333,0.0572604653107795,0.045,0.045,"Depth|2D","yes","Spring"
"68",5.70666666666667,-0.0286474104845338,0.113,0.226,"Depth|2D","no","Spring"
"69",8.56,-0.0094533608525557,0.37,1.11,"Depth|2D","no","Spring"
"70",11.4133333333333,0.00963740735653514,0.373,1.492,"Depth|2D","no","Spring"
"71",14.2666666666667,0.06115765670088,0.039,0.195,"Depth|2D","no","Spring"
"72",17.12,-0.0926406488248674,0.006,0.036,"Depth|2D","yes","Spring"
"73",19.9733333333333,-0.0791553658701576,0.001,0.007,"Depth|2D","yes","Spring"
"74",22.8266666666667,0.0108136281145711,0.328,2.624,"Depth|2D","no","Spring"
"75",25.68,0.057322242665408,0.015,0.135,"Depth|2D","no","Spring"
"76",28.5333333333333,0.0795350655166392,0.006,0.06,"Depth|2D","no","Spring"
"77",31.3866666666667,0.00899598512580981,0.362,3.982,"Depth|2D","no","Spring"
"78",35.24,-0.0357526046800276,0.048,0.576,"Depth|2D","no","Spring"
"79",73.2079403584048,0.0315692347279105,0.148,0.148,"2D|Depth","no","Spring"
"80",146.41588071681,-0.00484803220692673,0.479,0.958,"2D|Depth","no","Spring"
"81",219.623821075214,-0.0302259668167363,0.174,0.522,"2D|Depth","no","Spring"
"82",292.831761433619,-0.00977095221286237,0.339,1.356,"2D|Depth","no","Spring"
"83",366.039701792024,0.0481165267894442,0.103,0.515,"2D|Depth","no","Spring"
"84",439.247642150429,-0.100333995593027,0.005,0.03,"2D|Depth","yes","Spring"
"85",512.455582508834,0.0701113041270843,0.009,0.063,"2D|Depth","no","Spring"
"86",585.663522867238,NA,NA,NA,"2D|Depth",NA,"Spring"
"87",658.871463225643,0.0660076882243054,0.006,0.054,"2D|Depth","no","Spring"
"88",732.079403584048,0.0854417506869269,0.002,0.02,"2D|Depth","yes","Spring"
"89",805.287343942453,-0.00355783490472914,0.437,4.807,"2D|Depth","no","Spring"
"90",879.495284300858,-0.011309174685562,0.355,4.26,"2D|Depth","no","Spring"
"91",73.2594791666563,0.19354596884522,0.001,0.001,"3D","yes","Spring"
"92",146.518958333313,0.0880194752012392,0.002,0.004,"3D","yes","Spring"
"93",219.778437499969,0.0165601127229857,0.306,0.918,"3D","no","Spring"
"94",293.037916666625,-0.00974323724898049,0.379,1.516,"3D","no","Spring"
"95",366.297395833282,0.00231484923535248,0.498,2.49,"3D","no","Spring"
"96",439.556874999938,-0.205496293534336,0.001,0.006,"3D","yes","Spring"
"97",512.816354166594,-0.0176319226561799,0.304,2.128,"3D","no","Spring"
"98",586.075833333251,NA,NA,NA,"3D",NA,"Spring"
"99",659.335312499907,-0.018363226423096,0.295,2.655,"3D","no","Spring"
"100",732.594791666563,-0.0186551420448836,0.287,2.87,"3D","no","Spring"
"101",805.85427083322,-0.0658891326962062,0.008,0.088,"3D","no","Spring"
"102",880.113749999876,-0.178464870137022,0.001,0.012,"3D","yes","Spring"
