"","ESV_COI_1","ESV_COI_2","ESV_COI_4","ESV_COI_5","ESV_COI_7","ESV_COI_8","ESV_COI_9","ESV_COI_10","ESV_COI_11","ESV_COI_12","ESV_COI_14","ESV_COI_15","ESV_COI_16","ESV_COI_17","ESV_COI_19","ESV_COI_20","ESV_COI_21","ESV_COI_22","ESV_COI_25","ESV_COI_26","ESV_COI_28","ESV_COI_29","ESV_COI_31","ESV_COI_33","ESV_COI_38","ESV_COI_40","ESV_COI_46","ESV_COI_52","ESV_COI_53","ESV_COI_55","ESV_COI_56","ESV_COI_58","ESV_COI_59","ESV_COI_62","ESV_COI_63","ESV_COI_64","ESV_COI_67","ESV_COI_68","ESV_COI_69","ESV_COI_70","ESV_COI_71","ESV_COI_72","ESV_COI_74","ESV_COI_75","ESV_COI_76","ESV_COI_78","ESV_COI_83","ESV_COI_85","ESV_COI_92","ESV_COI_97","ESV_COI_98","ESV_COI_99","ESV_COI_101","ESV_COI_102","ESV_COI_105","ESV_COI_106","ESV_COI_112","ESV_COI_113","ESV_COI_118","ESV_COI_121","ESV_COI_123","ESV_COI_124","ESV_COI_125","ESV_COI_127","ESV_COI_132","ESV_COI_133","ESV_COI_135","ESV_COI_137","ESV_COI_139","ESV_COI_140","ESV_COI_141","ESV_COI_142","ESV_COI_145","ESV_COI_150","ESV_COI_155","ESV_COI_156","ESV_COI_159","ESV_COI_161","ESV_COI_163","ESV_COI_169","ESV_COI_172","ESV_COI_173","ESV_COI_174","ESV_COI_177","ESV_COI_178","ESV_COI_179","ESV_COI_180","ESV_COI_181","ESV_COI_185","ESV_COI_186","ESV_COI_192","ESV_COI_194","ESV_COI_196","ESV_COI_204","ESV_COI_212","ESV_COI_223","ESV_COI_224","ESV_COI_236","ESV_COI_238","ESV_COI_239","ESV_COI_240","ESV_COI_241","ESV_COI_242","ESV_COI_243","ESV_COI_247","ESV_COI_257","ESV_COI_262","ESV_COI_265","ESV_COI_269","ESV_COI_273","ESV_COI_275","ESV_COI_276","ESV_COI_277","ESV_COI_278","ESV_COI_280","ESV_COI_293","ESV_COI_294","ESV_COI_297","ESV_COI_298","ESV_COI_309","ESV_COI_316","ESV_COI_321","ESV_COI_323","ESV_COI_344","ESV_COI_348","ESV_COI_349","ESV_COI_354","ESV_COI_355","ESV_COI_357","ESV_COI_359","ESV_COI_366","ESV_COI_368","ESV_COI_369","ESV_COI_384","ESV_COI_385","ESV_COI_402","ESV_COI_424","ESV_COI_429","ESV_COI_433","ESV_COI_440","ESV_COI_444","ESV_COI_446","ESV_COI_498","ESV_COI_503","ESV_COI_511","ESV_COI_517","ESV_COI_521","ESV_COI_530","ESV_COI_531","ESV_COI_540","ESV_COI_545","ESV_COI_557","ESV_COI_563","ESV_COI_577","ESV_COI_578","ESV_COI_581","ESV_COI_587","ESV_COI_601","ESV_COI_606","ESV_COI_618","ESV_COI_635","ESV_COI_636","ESV_COI_653","ESV_COI_698","ESV_COI_703","ESV_COI_716","ESV_COI_727","ESV_COI_728","ESV_COI_769","ESV_COI_793","ESV_COI_824","ESV_COI_825","ESV_COI_826","ESV_COI_844","ESV_COI_889","ESV_COI_890","ESV_COI_891","ESV_COI_899","ESV_COI_959","ESV_COI_960","ESV_COI_961","ESV_COI_962","ESV_COI_963","ESV_COI_964","ESV_COI_981","ESV_COI_1023","ESV_COI_1024","ESV_COI_1025","ESV_COI_1026","ESV_COI_1027","ESV_COI_1028","ESV_COI_1029","ESV_COI_1030","ESV_COI_1042","ESV_COI_1070","ESV_COI_1071","ESV_COI_1072","ESV_COI_1073","ESV_COI_1074","ESV_COI_1075","ESV_COI_1076","ESV_COI_1077","ESV_COI_1079"
"POS_PCR2",32,351,18,10,0,0,8,15,9,0,0,60,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POS_PCR3",81,1043,48,40,15,110,47,26,24,0,0,340,0,0,0,22,32,20,0,27,0,44,27,15,0,0,0,0,0,0,8,0,5,0,0,0,0,0,34,0,204,20,0,0,22,8,0,0,0,0,0,0,0,34,0,0,0,0,26,0,0,14,0,8,0,0,0,0,0,0,0,2,0,0,0,4,36,17,0,0,0,0,0,0,0,0,48,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,41,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,25,0,0,0,5,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POS_PCR4",39,448,17,16,0,25,17,10,20,11,7,80,0,0,0,0,10,10,0,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,32,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"PPO20_208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PPO20_233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPO20_241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
