"","ESV_MiFishU_1","ESV_MiFishU_2","ESV_MiFishU_3","ESV_MiFishU_4","ESV_MiFishU_5","ESV_MiFishU_6","ESV_MiFishU_7","ESV_MiFishU_8","ESV_MiFishU_9","ESV_MiFishU_10","ESV_MiFishU_11","ESV_MiFishU_13","ESV_MiFishU_15","ESV_MiFishU_16","ESV_MiFishU_17","ESV_MiFishU_21","ESV_MiFishU_22","ESV_MiFishU_23","ESV_MiFishU_31","ESV_MiFishU_32","ESV_MiFishU_33","ESV_MiFishU_36","ESV_MiFishU_39","ESV_MiFishU_40","ESV_MiFishU_45","ESV_MiFishU_46","ESV_MiFishU_51","ESV_MiFishU_53","ESV_MiFishU_57","ESV_MiFishU_59","ESV_MiFishU_62","ESV_MiFishU_63","ESV_MiFishU_66","ESV_MiFishU_67","ESV_MiFishU_69","ESV_MiFishU_70","ESV_MiFishU_74","ESV_MiFishU_76","ESV_MiFishU_82","ESV_MiFishU_83","ESV_MiFishU_84","ESV_MiFishU_88","ESV_MiFishU_91","ESV_MiFishU_92","ESV_MiFishU_94","ESV_MiFishU_98","ESV_MiFishU_102","ESV_MiFishU_111","ESV_MiFishU_113","ESV_MiFishU_114","ESV_MiFishU_115","ESV_MiFishU_121","ESV_MiFishU_124","ESV_MiFishU_125","ESV_MiFishU_126","ESV_MiFishU_127","ESV_MiFishU_128","ESV_MiFishU_132","ESV_MiFishU_133","ESV_MiFishU_137","ESV_MiFishU_138","ESV_MiFishU_139","ESV_MiFishU_140","ESV_MiFishU_142","ESV_MiFishU_147","ESV_MiFishU_148","ESV_MiFishU_149","ESV_MiFishU_156","ESV_MiFishU_157","ESV_MiFishU_160","ESV_MiFishU_163","ESV_MiFishU_165","ESV_MiFishU_166","ESV_MiFishU_169","ESV_MiFishU_173","ESV_MiFishU_174","ESV_MiFishU_187","ESV_MiFishU_189","ESV_MiFishU_190","ESV_MiFishU_192","ESV_MiFishU_194","ESV_MiFishU_195","ESV_MiFishU_196","ESV_MiFishU_197","ESV_MiFishU_203","ESV_MiFishU_208","ESV_MiFishU_209","ESV_MiFishU_211","ESV_MiFishU_212","ESV_MiFishU_220","ESV_MiFishU_222","ESV_MiFishU_223","ESV_MiFishU_224","ESV_MiFishU_225","ESV_MiFishU_230","ESV_MiFishU_235","ESV_MiFishU_239","ESV_MiFishU_247","ESV_MiFishU_248","ESV_MiFishU_251","ESV_MiFishU_253","ESV_MiFishU_257","ESV_MiFishU_270","ESV_MiFishU_277","ESV_MiFishU_278","ESV_MiFishU_282","ESV_MiFishU_286","ESV_MiFishU_289","ESV_MiFishU_290","ESV_MiFishU_291","ESV_MiFishU_295","ESV_MiFishU_297","ESV_MiFishU_308","ESV_MiFishU_312","ESV_MiFishU_318","ESV_MiFishU_319","ESV_MiFishU_327","ESV_MiFishU_329","ESV_MiFishU_330","ESV_MiFishU_332","ESV_MiFishU_334","ESV_MiFishU_340","ESV_MiFishU_343","ESV_MiFishU_344","ESV_MiFishU_353","ESV_MiFishU_356","ESV_MiFishU_357","ESV_MiFishU_359","ESV_MiFishU_361","ESV_MiFishU_369","ESV_MiFishU_377","ESV_MiFishU_379","ESV_MiFishU_383","ESV_MiFishU_384","ESV_MiFishU_386","ESV_MiFishU_397","ESV_MiFishU_398","ESV_MiFishU_399","ESV_MiFishU_400","ESV_MiFishU_402","ESV_MiFishU_409","ESV_MiFishU_410","ESV_MiFishU_415","ESV_MiFishU_418","ESV_MiFishU_419","ESV_MiFishU_421","ESV_MiFishU_422","ESV_MiFishU_428","ESV_MiFishU_429","ESV_MiFishU_431","ESV_MiFishU_433","ESV_MiFishU_443","ESV_MiFishU_445","ESV_MiFishU_449","ESV_MiFishU_459","ESV_MiFishU_476","ESV_MiFishU_478","ESV_MiFishU_481","ESV_MiFishU_485","ESV_MiFishU_487","ESV_MiFishU_498","ESV_MiFishU_501","ESV_MiFishU_502","ESV_MiFishU_508","ESV_MiFishU_512","ESV_MiFishU_513","ESV_MiFishU_518","ESV_MiFishU_520","ESV_MiFishU_524","ESV_MiFishU_527","ESV_MiFishU_536","ESV_MiFishU_538","ESV_MiFishU_539","ESV_MiFishU_541","ESV_MiFishU_543","ESV_MiFishU_549","ESV_MiFishU_552","ESV_MiFishU_557","ESV_MiFishU_558","ESV_MiFishU_563","ESV_MiFishU_566","ESV_MiFishU_573","ESV_MiFishU_576","ESV_MiFishU_577","ESV_MiFishU_581","ESV_MiFishU_582","ESV_MiFishU_584","ESV_MiFishU_590","ESV_MiFishU_593","ESV_MiFishU_602","ESV_MiFishU_606","ESV_MiFishU_608","ESV_MiFishU_614","ESV_MiFishU_617","ESV_MiFishU_620","ESV_MiFishU_629","ESV_MiFishU_635","ESV_MiFishU_637","ESV_MiFishU_643","ESV_MiFishU_645","ESV_MiFishU_662","ESV_MiFishU_669","ESV_MiFishU_670","ESV_MiFishU_671","ESV_MiFishU_674","ESV_MiFishU_675","ESV_MiFishU_679","ESV_MiFishU_683","ESV_MiFishU_684","ESV_MiFishU_688","ESV_MiFishU_689","ESV_MiFishU_695","ESV_MiFishU_697","ESV_MiFishU_703","ESV_MiFishU_706","ESV_MiFishU_708","ESV_MiFishU_711","ESV_MiFishU_714","ESV_MiFishU_716","ESV_MiFishU_718","ESV_MiFishU_720","ESV_MiFishU_725","ESV_MiFishU_730","ESV_MiFishU_737","ESV_MiFishU_747","ESV_MiFishU_756","ESV_MiFishU_757","ESV_MiFishU_767","ESV_MiFishU_771","ESV_MiFishU_777","ESV_MiFishU_782","ESV_MiFishU_785","ESV_MiFishU_789","ESV_MiFishU_802","ESV_MiFishU_803","ESV_MiFishU_805","ESV_MiFishU_807","ESV_MiFishU_809","ESV_MiFishU_814","ESV_MiFishU_815","ESV_MiFishU_821","ESV_MiFishU_831","ESV_MiFishU_834","ESV_MiFishU_836","ESV_MiFishU_846","ESV_MiFishU_849","ESV_MiFishU_855","ESV_MiFishU_856","ESV_MiFishU_865","ESV_MiFishU_866","ESV_MiFishU_867","ESV_MiFishU_872","ESV_MiFishU_873","ESV_MiFishU_874","ESV_MiFishU_875","ESV_MiFishU_876","ESV_MiFishU_877","ESV_MiFishU_878","ESV_MiFishU_880","ESV_MiFishU_881","ESV_MiFishU_884","ESV_MiFishU_885","ESV_MiFishU_890","ESV_MiFishU_893","ESV_MiFishU_894","ESV_MiFishU_896","ESV_MiFishU_897","ESV_MiFishU_911","ESV_MiFishU_913","ESV_MiFishU_914","ESV_MiFishU_922","ESV_MiFishU_928","ESV_MiFishU_929","ESV_MiFishU_932","ESV_MiFishU_935","ESV_MiFishU_937","ESV_MiFishU_939","ESV_MiFishU_942","ESV_MiFishU_961","ESV_MiFishU_963","ESV_MiFishU_964","ESV_MiFishU_965","ESV_MiFishU_968","ESV_MiFishU_976","ESV_MiFishU_978","ESV_MiFishU_988","ESV_MiFishU_990","ESV_MiFishU_991","ESV_MiFishU_999","ESV_MiFishU_1000","ESV_MiFishU_1005","ESV_MiFishU_1011","ESV_MiFishU_1013","ESV_MiFishU_1018","ESV_MiFishU_1022","ESV_MiFishU_1028","ESV_MiFishU_1029","ESV_MiFishU_1033","ESV_MiFishU_1037","ESV_MiFishU_1048","ESV_MiFishU_1052","ESV_MiFishU_1053","ESV_MiFishU_1056","ESV_MiFishU_1061","ESV_MiFishU_1064","ESV_MiFishU_1067","ESV_MiFishU_1068","ESV_MiFishU_1072","ESV_MiFishU_1076","ESV_MiFishU_1081","ESV_MiFishU_1082","ESV_MiFishU_1089","ESV_MiFishU_1107","ESV_MiFishU_1110","ESV_MiFishU_1112","ESV_MiFishU_1117","ESV_MiFishU_1121","ESV_MiFishU_1124","ESV_MiFishU_1125","ESV_MiFishU_1126","ESV_MiFishU_1131","ESV_MiFishU_1133","ESV_MiFishU_1135","ESV_MiFishU_1136","ESV_MiFishU_1142","ESV_MiFishU_1146","ESV_MiFishU_1150","ESV_MiFishU_1161","ESV_MiFishU_1174","ESV_MiFishU_1175","ESV_MiFishU_1176","ESV_MiFishU_1179","ESV_MiFishU_1180","ESV_MiFishU_1189","ESV_MiFishU_1193","ESV_MiFishU_1204","ESV_MiFishU_1215","ESV_MiFishU_1216","ESV_MiFishU_1220","ESV_MiFishU_1233","ESV_MiFishU_1244","ESV_MiFishU_1245","ESV_MiFishU_1250","ESV_MiFishU_1253","ESV_MiFishU_1259","ESV_MiFishU_1270","ESV_MiFishU_1273","ESV_MiFishU_1276","ESV_MiFishU_1277","ESV_MiFishU_1280","ESV_MiFishU_1281","ESV_MiFishU_1282","ESV_MiFishU_1289","ESV_MiFishU_1299","ESV_MiFishU_1309","ESV_MiFishU_1317","ESV_MiFishU_1322","ESV_MiFishU_1323","ESV_MiFishU_1341","ESV_MiFishU_1351","ESV_MiFishU_1356","ESV_MiFishU_1357","ESV_MiFishU_1363","ESV_MiFishU_1364","ESV_MiFishU_1385","ESV_MiFishU_1386","ESV_MiFishU_1393","ESV_MiFishU_1401","ESV_MiFishU_1413","ESV_MiFishU_1442","ESV_MiFishU_1471","ESV_MiFishU_1496","ESV_MiFishU_1501","ESV_MiFishU_1502","ESV_MiFishU_1521","ESV_MiFishU_1541","ESV_MiFishU_1554","ESV_MiFishU_1560","ESV_MiFishU_1591","ESV_MiFishU_1619","ESV_MiFishU_1633","ESV_MiFishU_1637","ESV_MiFishU_1643","ESV_MiFishU_1653","ESV_MiFishU_1670","ESV_MiFishU_1683","ESV_MiFishU_1699","ESV_MiFishU_1702","ESV_MiFishU_1704","ESV_MiFishU_1717","ESV_MiFishU_1746","ESV_MiFishU_1786","ESV_MiFishU_1788","ESV_MiFishU_1801","ESV_MiFishU_1813","ESV_MiFishU_1822","ESV_MiFishU_1843","ESV_MiFishU_1861","ESV_MiFishU_1879","ESV_MiFishU_1921","ESV_MiFishU_1925","ESV_MiFishU_1969","ESV_MiFishU_1990","ESV_MiFishU_2360","ESV_MiFishU_2512","ESV_MiFishU_2609","ESV_MiFishU_2644","ESV_MiFishU_2649","ESV_MiFishU_2876","ESV_MiFishU_3037","ESV_MiFishU_3076","ESV_MiFishU_3083"
"ADE_21_00408",3909,0,15638,0,7429,4964,21128,18248,0,0,0,0,0,8523,0,2974,0,0,0,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00409",0,0,0,0,0,32625,0,39895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,232,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00410",13226,0,10919,9088,0,0,0,0,28261,0,0,0,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00411",37163,0,10589,0,5498,15765,0,11236,0,0,0,0,0,6807,0,8481,0,0,0,0,0,0,0,0,0,0,0,0,0,23496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00412",13523,0,14745,0,2598,0,16641,5170,0,0,0,0,0,10546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00413",179428,0,24090,0,0,0,0,0,19129,0,0,0,0,3942,0,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,410,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,1201,0,939,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00414",23428,0,59318,0,16286,10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00415",5198,0,44105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00416",9958,0,13922,0,0,0,0,15666,32457,0,0,0,0,0,19810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00417",27467,0,50660,0,0,3548,0,14831,0,0,0,0,0,0,0,15541,0,0,2001,0,0,2453,0,0,0,0,0,0,0,0,4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
